experiment,mode,source,log_id,axis,mean,std,rms
S1,teacher_state,prediction,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,r_dot,-0.8421495491986659,1.3843622920283587,1.6203934148241674
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ax_n,0.03661254759460136,3.1240401462611236,3.1242546813748375
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ay_n,0.00261942898714185,3.2758477183733588,3.275848765645349
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,0.014968592051200361,10.227787611816685,10.227798565242612
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,p_dot,-0.017606350364219918,23.038127052716167,23.03813378033615
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,-0.010343555254391896,19.07183257044596,19.07183537534494
S1,teacher_state,D0_raw,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,r_dot,-0.009034997981426226,4.429726133103866,4.429735347116333
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ax_n,0.017532180387312975,2.552603937728745,2.552664145605024
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ay_n,0.06782105201005725,2.7887152802853667,2.789539856247414
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,0.028049474081967687,9.8708838821254,9.870923735264054
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,p_dot,-0.06253205887211472,21.021322939279436,21.02141594602663
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,-0.010296077580119821,18.357894070365006,18.357896957657108
S1,teacher_state,D0_raw,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,r_dot,-0.0012041184354897616,3.861046509604798,3.861046697364926
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ax_n,0.020625007426865752,2.982048696220746,2.9821200206502776
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ay_n,0.07795713390240185,3.084696361078634,3.085681278871498
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,0.019251816438110338,9.862862706452944,9.862881495728134
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,p_dot,0.02031372350301519,22.33328028790419,22.33328952629801
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,-0.02014371557230407,18.53928146569377,18.539292409191173
S1,teacher_state,D0_raw,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,r_dot,0.0035448045148365726,4.106399582386827,4.1064011123934
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ax_n,0.020124065442103354,2.988823371471768,2.9888911194397467
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ay_n,-0.03896330391679073,3.198621442514311,3.198858745172166
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,0.01298943920380886,10.044274980715532,10.044283379801609
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,p_dot,-0.01817948765924946,23.321847509137992,23.321854594634143
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,0.05285520368917105,19.481057899057234,19.481129601205808
S1,teacher_state,D0_raw,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,r_dot,-0.002995898711028555,4.385880986718475,4.38588200993457
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ax_n,0.03943775790638397,3.115894429035132,3.1161440001451877
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ay_n,0.014694674971031276,2.942309558238881,2.9423462525638255
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,0.006073556874526304,9.86587630528558,9.865878174764198
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,p_dot,0.0815757416669722,25.85934432204715,25.859472990914195
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,0.027574251657486597,19.189063053531413,19.189082865310652
S1,teacher_state,D0_raw,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,r_dot,-0.008014731676075557,4.555884076877472,4.555891126647951
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ax_n,0.03668010499028778,2.463004871437123,2.4632779840742898
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ay_n,0.0018130240078898059,2.5546877383053723,2.554688381643419
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,0.012213727810919972,9.42090953415865,9.420917451392322
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,p_dot,-0.0004152179911569636,8.188665438134171,8.18866544866128
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,0.000166933532943316,7.481791756560719,7.481791758423028
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,r_dot,-0.000700535462365809,2.0250098575049598,2.0250099786771893
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ax_n,0.01992940567559096,1.8770868084007435,1.8771926026603323
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ay_n,0.06719246715259697,2.0941644151308374,2.0952420922753374
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,0.026933080378083642,9.189527609315597,9.189567077571843
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,p_dot,0.0032869131108444046,7.725371190665279,7.7253718899065875
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,-0.009958349561332281,6.713630617716757,6.713638003338418
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,r_dot,0.0031263568915561022,1.9004128157011042,1.9004153872741643
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ax_n,0.019025154921964514,2.349333507282963,2.3494105398934164
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ay_n,0.0760267141154252,2.475970847189827,2.4771378034726084
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,0.016876005654766515,9.122646183792845,9.122661793261715
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,p_dot,0.004973628251818426,8.440944243729938,8.440945709026659
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,-0.008675054521300475,6.786865123034716,6.786870667313175
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,r_dot,0.0029780960220708638,1.932954966501469,1.9329572606704504
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ax_n,0.02086697495349223,2.3072731014787657,2.307367459996598
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ay_n,-0.03747281808889346,2.596529065789993,2.5967994534787966
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,0.017052937672658815,9.415273563162168,9.415289006284603
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,p_dot,0.002017487537571762,8.61953023232667,8.619530468433267
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,0.008150267950477049,5.973408514332018,5.973414074544132
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,r_dot,0.008274566776706297,2.054189411926912,2.054206077424555
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ax_n,0.04223810970416549,2.5113201061459653,2.5116752842364725
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ay_n,0.014592892022055104,2.345543492881175,2.345588887570623
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,0.01406949724139997,9.236072907055584,9.236083623224664
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,p_dot,-0.009472917187739951,10.747774957476606,10.747779132114752
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,-0.002199225497830766,6.503591127170289,6.503591499010443
S1,teacher_state,D1_lp6,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,r_dot,0.005118242849852598,1.9241963827758346,1.9242031898678154
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ax_n,0.0362930905037409,2.6143408238262875,2.614592727662002
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ay_n,0.0021355046036516927,2.744541250732726,2.7445420815417405
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,0.012702618059104383,9.695574557852048,9.69558287899049
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,p_dot,0.003926500073414837,10.020649331676285,10.020650100957882
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,0.0014210831502404207,10.736625289903605,10.73662538394979
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,r_dot,-0.0001631668087694878,2.3611982209156452,2.361198226553335
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ax_n,0.019163359262267633,2.061736374390911,2.06182543194733
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ay_n,0.06724928783574927,2.2728291084464547,2.273823788888647
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,0.02712001236123524,9.411368993664224,9.411408068401606
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,p_dot,0.005828628496523257,9.74002776944409,9.74002951342819
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,-0.007393789012355645,10.344984883500915,10.344987525752671
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,r_dot,0.004165208562187366,2.1667723615917094,2.1667763649994156
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ax_n,0.01865061055647203,2.5046959363253722,2.5047653739859475
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ay_n,0.07658978349205145,2.6279369527728664,2.6290527995239086
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,0.017085948540048662,9.33717762145636,9.337193254092098
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,p_dot,0.008918984964375298,10.416650631926355,10.416654450249588
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,-0.02177610004387951,10.452603274575045,10.452625957824669
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,r_dot,0.0032175385857746413,2.203049070075885,2.2030514196715365
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ax_n,0.021566656987887615,2.489880915335202,2.4899743157800036
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ay_n,-0.03757277012048822,2.780647169048547,2.780901003594379
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,0.017664695534820207,9.615422086781221,9.615438312860649
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,p_dot,0.002651424531305372,10.817150741880585,10.817151066829924
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,0.0029887802066343276,10.930703890292055,10.930704298902837
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,r_dot,0.008129427257467318,2.350072976383324,2.350087037093459
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ax_n,0.04191230496257011,2.6887932669452153,2.689119906898389
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ay_n,0.014853900056223663,2.506652516118012,2.5066965262886614
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,0.014309319308217916,9.424595322696792,9.424606185577057
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,p_dot,-0.006382122260293474,12.764579345410263,12.764580940898876
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,0.0011342038308442964,10.931526785804271,10.9315268446441
S1,teacher_state,D1_lp8,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,r_dot,0.00618515800295054,2.1565862677192316,2.156595137315924
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ax_n,0.03629238584308917,2.841589061847545,2.841820813084772
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ay_n,0.0024928996717680386,3.0011927649426453,3.0011938002889536
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,0.013246585318681605,9.753310450371723,9.75331944587856
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,p_dot,0.005176454414201288,13.431464660886927,13.431465658383477
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,-0.00035367562634269816,14.677991774581036,14.677991778842056
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,r_dot,9.205287929923965e-05,2.9362297847734413,2.9362297862164026
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ax_n,0.0187618751833921,2.3172660728921843,2.317342024936665
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ay_n,0.06716188687899166,2.5412351103799784,2.542122460716062
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,0.026265752406406523,9.467059086750732,9.467095523009105
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,p_dot,0.01254641126390526,13.005168905679088,13.005174957595834
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,-0.011565764341916742,14.362051927194289,14.362056584150126
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,r_dot,0.0054265339556355,2.566391162575794,2.5663968996665165
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ax_n,0.01870012599996622,2.7146637061630443,2.714728113876469
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,ay_n,0.07697867421344305,2.8253817685967744,2.826430231688498
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,0.018074530707327372,9.383980937738299,9.383998344442313
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,p_dot,0.017237458923094653,13.29837445370721,13.298385625368315
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,-0.025625416084292064,14.264980373010154,14.265003389565473
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,r_dot,0.004356817282832596,2.6068568657714,2.606860506524337
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ax_n,0.02193007576328364,2.7501158858050947,2.7502033222255635
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,ay_n,-0.03739180468120644,2.981793876520218,2.982028314605813
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,0.01798890476229545,9.665545549251378,9.665562289145296
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,p_dot,0.011829260766305999,13.994050757061045,13.99405575673511
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,0.0015437495728058243,15.477414808635423,15.477414885623821
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,r_dot,0.007587570900354339,2.8344244507653222,2.8344346064653645
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ax_n,0.04157297861423738,2.898034974328053,2.898333145961564
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,ay_n,0.015551509739207887,2.7150143323598015,2.715058871253864
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,0.014075651881594117,9.469282759020004,9.469293220417741
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,p_dot,-0.003266104662861695,15.635438358057636,15.635438699187809
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,0.006609256642828042,15.185466262771829,15.185467701063896
S1,teacher_state,D1_lp12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,r_dot,0.005376528445376066,2.63230849993182,2.632313990744917
